English,French,Ewondo - AGLC,Prefixe nominal,Word: mot,Prefixe,Stem: radical de base,Suffixe,Nominal class,Gender,Part of speech,Notes
seize,s'emparer,bɔi (a),a,boi,,boi,ø,VERB_INF,VERB_INF,VERB_INF,
steal,dérober,dzib (a),a,dzib,,dzib,ø,VERB_INF,VERB_INF,VERB_INF,
to steal (to take without permission),voler (prendre sans permission),wúb (a),a,wub,,wub,ø,VERB_INF,VERB_INF,VERB_INF,
to be punished,se voir infliger une punition,wúndi (a),a,wund-i,,wund-,i,VERB_INF,VERB_INF,VERB_INF,
speak,parler,kɔbɔ (a),a,kob-o,,kob-,o,VERB_INF,VERB_INF,VERB_INF,
extract,soutirer,díbídí (a),a,dibi-di,,dibi-,di,VERB_INF,VERB_INF,VERB_INF,
kidnap,ravir,lalí (a),a,lal-i,,lal-,i,VERB_INF,VERB_INF,VERB_INF,
neighbour (to be),voisin (être),tság (a),a,tsag,,tsag,ø,VERB_INF,VERB_INF,VERB_INF,
make,fabriquer,kom (a),a,kom,,kom,ø,VERB_INF,VERB_INF,VERB_INF,
constitute,constituer,komodo (a),a,kom-od-o,,kom-,od-o,VERB_INF,VERB_INF,VERB_INF,
build,édifier,komó(o)dán (a),a,komo-(o)d-an,,kom-,od-an,VERB_INF,VERB_INF,VERB_INF,
live on,vivre encore,tála (a),a,tala,,tala,ø,VERB_INF,VERB_INF,VERB_INF,
support,appuyer,bán (a),a,ban,,ban,ø,VERB_INF,VERB_INF,VERB_INF,
fix,fixer,bəm (a),a,bëm,,bëm,ø,VERB_INF,VERB_INF,VERB_INF,
anchor,ancrer,faaba (a),a,faab-a,,faab-,a,VERB_INF,VERB_INF,VERB_INF,
handle,manier,fig (a),a,fig,,fig,ø,VERB_INF,VERB_INF,VERB_INF,
handle,manipuler,figili (a),a,fig-il-i,,fig-,il-i,VERB_INF,VERB_INF,VERB_INF,
visit often,visiter souvent,fəb (a),a,fëb,,fëb,ø,VERB_INF,VERB_INF,VERB_INF,
visit the traps,visiter les pièges,dzii (a),a,dzi-i,,dzi-,i,VERB_INF,VERB_INF,VERB_INF,
search,chercher,dzəǹ (a),a,dzën,,dzën,ø,VERB_INF,VERB_INF,VERB_INF,
visit,visiter,dzɔm (a),a,dzom,,dzom,ø,VERB_INF,VERB_INF,VERB_INF,
look,regarder,bəbə (a),a,bëb-ë,,bëb-,ë,VERB_INF,VERB_INF,VERB_INF,
explore,explorer,fəb (a),a,fëb,,fëb,ø,VERB_INF,VERB_INF,VERB_INF,
walk,marcher,wulu (a),a,wul-u,,wul-,u,VERB_INF,VERB_INF,VERB_INF,
abound,abonder,vú (a),a,vu,,vu,ø,VERB_INF,VERB_INF,VERB_INF,
twirl,virevolter,kiǹ (a),a,kin,,kin,ø,VERB_INF,VERB_INF,VERB_INF,
turn,tourner,kilan (a),a,kil-an,,kil-,an,VERB_INF,VERB_INF,VERB_INF,
veer,virer,lɔn (a),a,lon,,lon,ø,VERB_INF,VERB_INF,VERB_INF,
pour,verser,soe (a),a,soe,,soe,ø,VERB_INF,VERB_INF,VERB_INF,
To turn around,faire demi-tour,kɔd (a),a,kod,,kod,ø,VERB_INF,VERB_INF,VERB_INF,
gravitate,graviter,kpəgəde (a),a,kpëg-ëd-e,,kpëg-,ëd-e,VERB_INF,VERB_INF,VERB_INF,
turn,virage,kɔd (a),a,kod,,kod,ø,VERB_INF,VERB_INF,VERB_INF,
cross,traverser,daŋ (a),a,daṅ,,dan-,a,VERB_INF,VERB_INF,VERB_INF,
committing perjury,commettre un parjure,fiŋili (a),a,fiṅ-il-i,,fin-,fi,VERB_INF,VERB_INF,VERB_INF,
Rape a child,violer un enfant,tan (a),a,tan,,tan,ø,VERB_INF,VERB_INF,VERB_INF,
violate,violer,dun (a),a,dun,,dun,ø,VERB_INF,VERB_INF,VERB_INF,
́being restless,́être agité,yág (a),a,yag,,yag,ø,VERB_INF,VERB_INF,VERB_INF,
season,assaisonner,kid (a),a,kid,,kid,ø,VERB_INF,VERB_INF,VERB_INF,
trap,piéger,lám (a),a,lam,,lam,ø,VERB_INF,VERB_INF,VERB_INF,
pierce,percer,túb (a),a,tub,,tub,ø,VERB_INF,VERB_INF,VERB_INF,
pierce,transpercer,túbulu (a),a,tub-ul-u,,tub-,ul-u,VERB_INF,VERB_INF,VERB_INF,
strengthen,fortifier,tono (a),a,ton-o,,ton-,o,VERB_INF,VERB_INF,VERB_INF,
strengthen,affermir,komodo (a),a,kom-od-o,,kom-,od-o,VERB_INF,VERB_INF,VERB_INF,
distrust,se méfier,kála (a),a,kal-a,,kal-,a,VERB_INF,VERB_INF,VERB_INF,
incline,incliner,lû (a),a,lu,,lu,ø,VERB_INF,VERB_INF,VERB_INF,
́Being withdrawn into oneself,́etre replier sur soi,kulubu (a),a,kul-ub-u,,kul-,ub-u,VERB_INF,VERB_INF,VERB_INF,
age,vieillir,yombo (a),a,yomb-o,,yomb-,o,VERB_INF,VERB_INF,VERB_INF,
thicken,s'épaissir,tig (a),a,tig,,tig,ø,VERB_INF,VERB_INF,VERB_INF,
drain,vidanger,lóg (a),a,log,,log,ø,VERB_INF,VERB_INF,VERB_INF,
victim (to be),victime (être),búdan (a),a,bud-an,,bud-,an,VERB_INF,VERB_INF,VERB_INF,
urinate,uriner,víé (a),a,vie,,vie,ø,VERB_INF,VERB_INF,VERB_INF,
drain,vidanger,sugi (a),a,sug-i,,sug-,i,VERB_INF,VERB_INF,VERB_INF,
able to,capabler,tsɔnɔban (a),a,tson-o-b-an,,tson-,o-b-an,VERB_INF,VERB_INF,VERB_INF,
sin,pécher,səm (a),a,sëm,,sëm,ø,VERB_INF,VERB_INF,VERB_INF,
vibrate,vibrer,tigidan (a),a,tig-id-an,,tig-,id-an,VERB_INF,VERB_INF,VERB_INF,
shake,secouer,suguzu (a),a,sug-uz-u,,sug-,uz-u,VERB_INF,VERB_INF,VERB_INF,
disorganize,désorganiser,vuguzu (a),a,vug-uz-u,,vug-,uz-u,VERB_INF,VERB_INF,VERB_INF,
clothing,vêtir (se),bɔd (a),a,bod,,bod,ø,VERB_INF,VERB_INF,VERB_INF,
dress,s'habiller,dzyé (a),a,dzye,,dzye,ø,VERB_INF,VERB_INF,VERB_INF,
clothe,vêtir,bəgə (a),a,bëg-ë,,bëg-,ë,VERB_INF,VERB_INF,VERB_INF,
clothe,vêtir,bɔdɔ (a),a,bod-o,,bod-,o,VERB_INF,VERB_INF,VERB_INF,
to Twist,vétiller,fɛdan (a),a,fèd-an,,fèd-,an,VERB_INF,VERB_INF,VERB_INF,
pour a liquid,verser un liquide,soe (a),a,so-e,,so-,e,VERB_INF,VERB_INF,VERB_INF,
pour on oneself,verser sur soi,kúban (a),a,kub-an,,kub-,an,VERB_INF,VERB_INF,VERB_INF,
paying your contribution,verser sa contribution,sui (a),a,su-i,,su-,i,VERB_INF,VERB_INF,VERB_INF,
pour one over the other,verser l'un sur l'autre,kúban (a),a,kub-an,,kub-,an,VERB_INF,VERB_INF,VERB_INF,
trickle in,verser au compte goutte,tɔ́ndi (a),a,tònd-i,,tònd-,i,VERB_INF,VERB_INF,VERB_INF,
pour abundantly,verser abondamment,lógos (a),a,logos,,logos,ø,VERB_INF,VERB_INF,VERB_INF,
pour in abundance,verser à profusion,dabada (a),a,dab-ad-a,,dab-,ad-a,VERB_INF,VERB_INF,VERB_INF,
pouring in large streams,verser à grands jets,dzobodo (a),a,dzob-od-o,,dzob-,od-o,VERB_INF,VERB_INF,VERB_INF,
pour in streams,verser à flots,dabad (a),a,dabad,,dabad,ø,VERB_INF,VERB_INF,VERB_INF,
to pour (se),verser (se),kúbi (a),a,kub-i,,kub-,i,VERB_INF,VERB_INF,VERB_INF,
spray,pulvériser,dzódan (a),a,dzod-an,,dzod-,an,VERB_INF,VERB_INF,VERB_INF,
collect liquid,recueillir du liquide,ləŋ (a),a,lëṅ,,lëṅ,ø,VERB_INF,VERB_INF,VERB_INF,
close,fermer,fɛd (a),a,fed,,fed,ø,VERB_INF,VERB_INF,VERB_INF,
plaster,crépir,fén (á),a,fen,,fen,ø,VERB_INF,VERB_INF,VERB_INF,
attest,attester,bóbolo (á),a,bob-ol-o,,bob-,ol-o,VERB_INF,VERB_INF,VERB_INF,
Select,Sélectionner,fyal (á),a,fyal,,fyal,ø,VERB_INF,VERB_INF,VERB_INF,
taste,déguster,kyəge (á),a,kyëg-e,,kyëg-,e,VERB_INF,VERB_INF,VERB_INF,
seize,emparer (s'),wole (a),a,wol-e,,wol-,e,VERB_INF,VERB_INF,VERB_INF,
undergo,subir,wundi (a),a,wund-i,,wund-,i,VERB_INF,VERB_INF,VERB_INF,
reject,rejeter,sas (a),a,sas,,sas,ø,VERB_INF,VERB_INF,VERB_INF,
degrade,dégrader,dáman (a),a,dam-an,,dam-,an,VERB_INF,VERB_INF,VERB_INF,
trade,commercer,tádi (a),a,tad-i,,tad-,i,VERB_INF,VERB_INF,VERB_INF,
start,démarrer,tíege (a),a,tiege,,tie-,ge,VERB_INF,VERB_INF,VERB_INF,
Starting with,à commencer par,tíege (a),a,tie-ge,,tie-,ge,VERB_INF,VERB_INF,VERB_INF,
cheapen,dévaloriser,səǹ (a),a,sën,,sën,ø,VERB_INF,VERB_INF,VERB_INF,
pump,pomper,fóm (a),a,fom,,fom,ø,VERB_INF,VERB_INF,VERB_INF,
purify,dépurer,bindi (a),a,bind-i,,bind-,i,VERB_INF,VERB_INF,VERB_INF,
send,envoyer,lóm (a),a,lom,,lom,ø,VERB_INF,VERB_INF,VERB_INF,
delegate,déléguer,vənge (a),a,vëng-e,,vëng-,e,VERB_INF,VERB_INF,VERB_INF,
uproot,déraciner,fumán (a),a,fum-an,,fum-,an,VERB_INF,VERB_INF,VERB_INF,
stump removal,désoucher,tye (a),a,tye,,tye,ø,VERB_INF,VERB_INF,VERB_INF,
harvest,recolter,fumi (a),a,fum-i,,fum-,i,VERB_INF,VERB_INF,VERB_INF,
exasperate,exaspérer,nyɔdi (a),a,nyòd-i,,nyòd-,i,VERB_INF,VERB_INF,VERB_INF,
perturb,perturber,dzúgulu (a),a,dzug-ul-u,,dzug-,ul-u,VERB_INF,VERB_INF,VERB_INF,
skid,déraper,sendé (a),a,send-e,,send-,e,VERB_INF,VERB_INF,VERB_INF,
breathing his last,rendre son dernier souffle,yíí (a),a,yi-i,,yi-,i,VERB_INF,VERB_INF,VERB_INF,
steal,dérober,bɔ́i (a),a,bò-i,,bò-,i,VERB_INF,VERB_INF,VERB_INF,
disavow,désavouer,sólán (a),a,sol-an,,sol-,an,VERB_INF,VERB_INF,VERB_INF,
strip,dépouiller,sɔ́di (a),a,sòd-i,,sòd-,i,VERB_INF,VERB_INF,VERB_INF,
untie,détacher,wɔ́i (a),a,wò-i,,wò-,i,VERB_INF,VERB_INF,VERB_INF,
pick,cueillir,kɔ́li (a),a,kòl-i,,kòl-,i,VERB_INF,VERB_INF,VERB_INF,
unhook,décrocher,tábi (a),a,tab-i,,tab-,i,VERB_INF,VERB_INF,VERB_INF,
untie,détacher,tii (a),a,ti-i,,ti-,i,VERB_INF,VERB_INF,VERB_INF,
fall,chuter,ku (a),a,ku,,ku,ø,VERB_INF,VERB_INF,VERB_INF,
tumble,dégringoler,sɔ́dan (a),a,sòd-an,,sòd-,an,VERB_INF,VERB_INF,VERB_INF,
detach from each other,se détacher mutuellement,tian (a),a,ti-an,,ti-,an,VERB_INF,VERB_INF,VERB_INF,
wear,porter,bə́ge (a),a,bëg-e,,bëg-,e,VERB_INF,VERB_INF,VERB_INF,
untangle,démêler,kyábi (a),a,kyab-i,,kyab-,i,VERB_INF,VERB_INF,VERB_INF,
detach abruptly,détacher brusquement (se),lə́ge (a),a,lëg-e,,lëg-,e,VERB_INF,VERB_INF,VERB_INF,
down,abattre,bái (a),a,ba-i,,ba-,i,VERB_INF,VERB_INF,VERB_INF,
quarrel,se disputer,nyaŋan (a),a,nyaṅ-an,,nyaṅ-,an,VERB_INF,VERB_INF,VERB_INF,
count,compter,láŋ (a),a,laṅ,,laṅ,ø,VERB_INF,VERB_INF,VERB_INF,
tug of war,se tirailler,láŋandan (a),a,laṅ-and-an,,laṅ-,and-an,VERB_INF,VERB_INF,VERB_INF,
run away,s'enfuir,bumi (a),a,bum-i,,bum-,i,VERB_INF,VERB_INF,VERB_INF,
flank,flanquer,fubulan (a),a,fub-ul-an,,fub-,ul-an,VERB_INF,VERB_INF,VERB_INF,
détaller,détaller,vali (a),a,val-i,,val-,i,VERB_INF,VERB_INF,VERB_INF,
forgiven,pardonner,dzu (a),a,dzu,,dzu,ø,VERB_INF,VERB_INF,VERB_INF,
detect,détecter,sɔm (a),a,sòm,,sòm,ø,VERB_INF,VERB_INF,VERB_INF,
detect,déteindre,zóle (a),a,zol-e,,zol-,e,VERB_INF,VERB_INF,VERB_INF,
relax,détendre,dəmənde (a),a,dëm-ënd-e,,dëm-,ënd-e,VERB_INF,VERB_INF,VERB_INF,
rest,reposer (se),wai (a),a,wai,,wai,ø,VERB_INF,VERB_INF,VERB_INF,
adjust,ajuster,nyuan (a),a,nyuan,,nyuan,ø,VERB_INF,VERB_INF,VERB_INF,
have,avoir,bi (a),a,bi,,bi,ø,VERB_INF,VERB_INF,VERB_INF,
keep,conserver,baala (a),a,baal-a,,baal-,a,VERB_INF,VERB_INF,VERB_INF,
hold,détenir,bələ́ (a),a,bël-ë,,bël-ë-,ë,VERB_INF,VERB_INF,VERB_INF,
wedge,coincer,kánga (a),a,kang-a,,kang-,a,VERB_INF,VERB_INF,VERB_INF,
deterioration,deterioration,béán (a),a,be-an,,be-,an,VERB_INF,VERB_INF,VERB_INF,
deteriorate,deteriorate,béan (a),a,be-an,,be-,an,VERB_INF,VERB_INF,VERB_INF,
straighten,redresser,nyui (a),a,nyui,,nyui,ø,VERB_INF,VERB_INF,VERB_INF,
distort,détordre,lími (a),a,lim-i,,lim-,i,VERB_INF,VERB_INF,VERB_INF,
divert from the right path,détourner du droit chemin,lɔan (a),a,lò-an,,lò-,an,VERB_INF,VERB_INF,VERB_INF,
detract,détracter,sɔg (a),a,sòg,,sòg,ø,VERB_INF,VERB_INF,VERB_INF,
criticize,critiquer,dzaa (a),a,dza-a,,dza-,a,VERB_INF,VERB_INF,VERB_INF,
decry,décrier,dzo (a),a,dzo,,dzo,ø,VERB_INF,VERB_INF,VERB_INF,
slander,calomnier,fɔ́b (a),a,fòb,,fòb,ø,VERB_INF,VERB_INF,VERB_INF,
devalue,dévaluer,sə́ŋ (a),a,sëṅ,,sëṅ,ø,VERB_INF,VERB_INF,VERB_INF,
humiliate,humilier,sáma (a),a,sam-a,,sam-,a,VERB_INF,VERB_INF,VERB_INF,
in front of,devancer,lod (a),a,lod,,lod,ø,VERB_INF,VERB_INF,VERB_INF,
open up,s'ouvrir,yómbo (a),a,yomb-o,,yomb-,o,VERB_INF,VERB_INF,VERB_INF,
go sour,devenir aigre,bám (a),a,bam,,bam,ø,VERB_INF,VERB_INF,VERB_INF,
become carrion,devenir charogne,dun (a),a,dun,,dun,ø,VERB_INF,VERB_INF,VERB_INF,
to set ablaze,embraser (s'),fam (a),a,fam,,fam,ø,VERB_INF,VERB_INF,VERB_INF,
to become carrion,devenir charogne,dun (a),a,dun,,dun,ø,VERB_INF,VERB_INF,VERB_INF,
heat up  (referring to the weather),se rechauffer (climat),sas (a),a,sas,,sas,ø,VERB_INF,VERB_INF,VERB_INF,
to warm up,se rechauffer,sai (a),a,sa-i,,sa-,i,VERB_INF,VERB_INF,VERB_INF,
light up,éclaicir (s'),ngəŋəlan (a),a,ngëṅ-ël-an,,ngëṅ-,ël-an,VERB_INF,VERB_INF,VERB_INF,
elucidate,élucider,ngə́ŋəle (a),a,ngëṅ-ël-e,,ngëṅ-,ël-e,VERB_INF,VERB_INF,VERB_INF,
become corpulent,prendre du poids (corpulence),və́m (a),a,vëm,,vëm,ø,VERB_INF,VERB_INF,VERB_INF,
gain courage,s'endurcir,yɔ̂bɔ (a),a,yòb-ò,,yob-,o,VERB_INF,VERB_INF,VERB_INF,
shorten,se raccourcir,tunubu (a),a,tun-ub-u,,tun-,ub-u,VERB_INF,VERB_INF,VERB_INF,
soften,s'adoucir,təg (a),a,tëg,,tëg,ø,VERB_INF,VERB_INF,VERB_INF,
become a dupe,devenir dupe,dugan (a),a,dug-an,,dug-an-,an,VERB_INF,VERB_INF,VERB_INF,
harden,durcir,lɛdə (a),a,led-ë,,led-,ë,VERB_INF,VERB_INF,VERB_INF,
gain experience,gagner en expérience,lán (a),a,lan,,lan,ø,VERB_INF,VERB_INF,VERB_INF,
weaken,s'affaiblir,wúdan (a),a,wud-an,,wud-i-an-,an,VERB_INF,VERB_INF,VERB_INF,
strengthen,fortifier,tig (a),a,tig,,tig,ø,VERB_INF,VERB_INF,VERB_INF,
to panic,affoler (s'),sɔ́g (a),a,sòg,,sòg,ø,VERB_INF,VERB_INF,VERB_INF,
become doddery,devenir gâteux,kúdubu (a),a,kud-ub-u,,kud-,ub-u,VERB_INF,VERB_INF,VERB_INF,
become tall,devenir grand,kúlan (a),a,kul-an,,kul-i-,an,VERB_INF,VERB_INF,VERB_INF,
increase,accroître,vom (a),a,vom,,vom,ø,VERB_INF,VERB_INF,VERB_INF,
enlarge (very),s'agrandir (très),vás (a),a,vas,,vas,ø,VERB_INF,VERB_INF,VERB_INF,
become big and strong,devenir grand et fort,ság (a),a,sag,,sag,ø,VERB_INF,VERB_INF,VERB_INF,
grow,grossir,nénəban (a),a,nen-ëb-an,,nen-,ëb-an,VERB_INF,VERB_INF,VERB_INF,
be out of order,être hors d'usage,yəŋ (a),a,yëṅ,,yëṅ,ø,VERB_INF,VERB_INF,VERB_INF,
come to a standstill,s'immobiliser,lád (a),a,lad,,lad,ø,VERB_INF,VERB_INF,VERB_INF,
become incorrigible,devenir incorrigible,kpə́m (a),a,kpëm,,kpëm,ø,VERB_INF,VERB_INF,VERB_INF,
become inevitable,devenir inévitable,lɔɔban (a),a,loob-an,,loob-,an,VERB_INF,VERB_INF,VERB_INF,
become light,devenir léger,vɛs (a),a,ves,,ves,ø,VERB_INF,VERB_INF,VERB_INF,
lose weight,maigir,lɔgɔlɔ (a),a,log-ol-o,,log-,ol-o,VERB_INF,VERB_INF,VERB_INF,
be suspicious,être méfiant,kəŋəbə (a),a,këṅ-ëb-ë,,këṅ-,ëb-ë,VERB_INF,VERB_INF,VERB_INF,
register to,s'enregistrer à,tiliban (a),a,til-ib-an,,til-,ib-an,VERB_INF,VERB_INF,VERB_INF,
taper,effiler (s'),kód (a),a,kod,,kod,ø,VERB_INF,VERB_INF,VERB_INF,
masting (to become),mâture (devenir),tig (a),a,tig,,tig,ø,VERB_INF,VERB_INF,VERB_INF,
to become thick,prendre de l'épaisseur,tóm (a),a,tom,,tom,ø,VERB_INF,VERB_INF,VERB_INF,
mature,être à point,wé (a),a,we,,we,ø,VERB_INF,VERB_INF,VERB_INF,
mature,mûrir,wólobo (a),a,wol-ob-o,,wol-,ob-o,VERB_INF,VERB_INF,VERB_INF,
blacken,noircir,vín (a),a,vin,,vin,ø,VERB_INF,VERB_INF,VERB_INF,
darken,assombrir (s'),víniban (a),a,vin-ib-an,,vin-,ib-an,VERB_INF,VERB_INF,VERB_INF,
multiply,multiplier (se),bugulu (a),a,bug-ul-u,,bug-,ul-u,VERB_INF,VERB_INF,VERB_INF,
reproduce,reproduire (se),foe (a),a,foe,,foe,ø,VERB_INF,VERB_INF,VERB_INF,
shrink,raccourcir,bɔdɔbɔ (a),a,bod-ob-o,,bod-,ob-o,VERB_INF,VERB_INF,VERB_INF,
worsen,aggraver (s'),tɔgɔbɔ (a),a,tog-ob-o,,tog-,ob-o,VERB_INF,VERB_INF,VERB_INF,
not be very sharp,devenir peu tranchant,tuli (a),a,tul-i,,tul-,i,VERB_INF,VERB_INF,VERB_INF,
brighten up,illuminer (s'),ngyan (a),a,ngyan,,ngyan,ø,VERB_INF,VERB_INF,VERB_INF,
to become more mature,devenir plus mûr,tigibi (a),a,tig-ib-i,,tig-,ib-i,VERB_INF,VERB_INF,VERB_INF,
to become prominent,devenir proéminent,dûbu (a),a,dub-u,,dub-u-,u,VERB_INF,VERB_INF,VERB_INF,
become clean,devenir propre,fúb (a),a,fub,,fub,ø,VERB_INF,VERB_INF,VERB_INF,
enrich,enrichir (s'),bíg (a),a,big,,big,ø,VERB_INF,VERB_INF,VERB_INF,
prosper,prospérer,vú (a),a,vu,,vu,ø,VERB_INF,VERB_INF,VERB_INF,
to become wiser,assagir (s'),kəŋəbə (a),a,këṅ-ëb-ë,,këṅ-,ëb-ë,VERB_INF,VERB_INF,VERB_INF,
dry up (very),assecher (s') (très),bɔŋ (a),a,boṅ,,boṅ,ø,VERB_INF,VERB_INF,VERB_INF,
solidify,solidifier (se),wón (a),a,won,,won,ø,VERB_INF,VERB_INF,VERB_INF,
soften,attendrir (s'),təg (a),a,tëg,,tëg,ø,VERB_INF,VERB_INF,VERB_INF,
become overripe and soft,devenir trop mûr et ramolli,vie (a),a,vie,,vie,ø,VERB_INF,VERB_INF,VERB_INF,
become worm-eaten,devenir vermoulu,dúŋ (a),a,duṅ,,duṅ,ø,VERB_INF,VERB_INF,VERB_INF,
age,vieillir,yombo (a),a,yomb-o,,yomb-,o,VERB_INF,VERB_INF,VERB_INF,
taking volume,prendre du volume,vuan (a),a,vu-an,,vu-,an,VERB_INF,VERB_INF,VERB_INF,
defilement,dévergondage,sog (a),a,sog,,sog,ø,VERB_INF,VERB_INF,VERB_INF,
disgorge,dévergondage,yás (a),a,yas,,yas,ø,VERB_INF,VERB_INF,VERB_INF,
deviant,dévergondé,sog (bi),bi,sog,,sog,ø,VERB_INF,VERB_INF,VERB_INF,
unlock,déverrouiller,yái (a),a,ya-i,,ya-,a,VERB_INF,VERB_INF,VERB_INF,
spill,déversement,kúbú (a),a,kub-u,,kub-,u,VERB_INF,VERB_INF,VERB_INF,
spreading,épandage,soé (a),a,so-e,,so-,e,VERB_INF,VERB_INF,VERB_INF,
diffluer,diffluer,dzobodo (a),a,dzob-od-o,,dzob-,od-o,VERB_INF,VERB_INF,VERB_INF,
pour,verser,soe (a),a,soe,,soe,ø,VERB_INF,VERB_INF,VERB_INF,
to spill,déverser (se),dabada (a),a,dab-ad-a,,dab-,ad-a,VERB_INF,VERB_INF,VERB_INF,
drain,écouler (s'),suman (a),a,sum-an,,sum-,an,VERB_INF,VERB_INF,VERB_INF,
undress,dévêtir (se),sɔdi (a),a,sod-i,,sod-,i,VERB_INF,VERB_INF,VERB_INF,
undressed,dévêtu,mvómóló (a),a,mvom-ol-o,,mvom-,ol-o,VERB_INF,VERB_INF,VERB_INF,
undressed,déshabillé,nəŋəlé (a),a,nëṅ-ël-e,në,-nëṅ,ø,VERB_INF,VERB_INF,VERB_INF,
unwind,dévider,figili (a),a,fig-il-i,,fig-,il-i,VERB_INF,VERB_INF,VERB_INF,
widen,élargir,ndami (a),a,ndam-i,,ndam-,i,VERB_INF,VERB_INF,VERB_INF,
becomes acid,devient acide,saŋaba (a),a,saṅ-ab-a,,saṅ-,ab-a,VERB_INF,VERB_INF,VERB_INF,
divert,dévier,bái (a),a,bai,,bai,ø,VERB_INF,VERB_INF,VERB_INF,
divert,détourner,fə́ŋ (a),a,fëṅ,,fëṅ,ø,VERB_INF,VERB_INF,VERB_INF,
arch,arquer,kə́ŋə (a),a,këṅ-ë,,këṅ-,ë,VERB_INF,VERB_INF,VERB_INF,
deport,déporter,kɔ́d (a),a,kòd,,kòd,ø,VERB_INF,VERB_INF,VERB_INF,
sink,sombrer,lɔ́n (a),a,lòn,,lòn,ø,VERB_INF,VERB_INF,VERB_INF,
avoid,éviter,sâla (a),a,sal-a,,sal-,a,VERB_INF,VERB_INF,VERB_INF,
deport,déporter,tɔ́n (a),a,tòn,,tòn,ø,VERB_INF,VERB_INF,VERB_INF,
diverge,diverger,víe (a),a,vie,,vie,ø,VERB_INF,VERB_INF,VERB_INF,
bifurcate,bifurquer,yála (a),a,yal-a,,yal-,a,VERB_INF,VERB_INF,VERB_INF,
drift,dériver,yə́g (a),a,yëg,,yëg,ø,VERB_INF,VERB_INF,VERB_INF,
guess,deviner,bód (a),a,bod,,bod,ø,VERB_INF,VERB_INF,VERB_INF,
believe,croire,búni (a),a,bun-i,,bun-i-,i,VERB_INF,VERB_INF,VERB_INF,
predict,prédire,did (a),a,did,,did,ø,VERB_INF,VERB_INF,VERB_INF,
detect,déceler,dzî (a),a,dzi,,dzi,ø,VERB_INF,VERB_INF,VERB_INF,
decipher,déchiffrer,kɔbɔlɔ (a),a,kòbòl-ò,,kòbòl-,o,VERB_INF,VERB_INF,VERB_INF,
sniff,flairer,vəg (a),a,vëg,,vëg,ø,VERB_INF,VERB_INF,VERB_INF,
riddle,deviner,ndombo (a),a,ndomb-o,,ndomb-,o,VERB_INF,VERB_INF,VERB_INF,
estimate,devis,fóg (a),a,fog,,fog,ø,VERB_INF,VERB_INF,VERB_INF,
stare,dévisager,big (a),a,big,,big,ø,VERB_INF,VERB_INF,VERB_INF,
look,regarder,bəbə (a),a,bë-bë,,bë-,bë,VERB_INF,VERB_INF,VERB_INF,
stare,dévisager,sóe (a),a,soe,,soe,ø,VERB_INF,VERB_INF,VERB_INF,
converse,deviser,kadan (a),a,kad-an,,kad-an-,an,VERB_INF,VERB_INF,VERB_INF,
speak,parler,kɔ́bɔ (a),a,kòb-ò,,kòb-ò-,o,VERB_INF,VERB_INF,VERB_INF,
confer,conferer,koe (a),a,koe,,koe,ø,VERB_INF,VERB_INF,VERB_INF,
rouse,ameuter,lɛ̂ (a),a,lè,,lè,ø,VERB_INF,VERB_INF,VERB_INF,
discuss,discuter,moe (a),a,moe,,moe,ø,VERB_INF,VERB_INF,VERB_INF,
harangue,haranguer,tɔŋɔlɔ (a),a,toṅ-ol-o,,toṅ-,ol-o,VERB_INF,VERB_INF,VERB_INF,
to chat colloquially,deviser familièrement,lɛan (a),a,le-an,,le-,an,VERB_INF,VERB_INF,VERB_INF,
disintegrate,désagréger,dí (a),a,di,,di,ø,VERB_INF,VERB_INF,VERB_INF,
disseminate,disséminer,nyuŋ (a),a,nyuṅ,,nyuṅ,ø,VERB_INF,VERB_INF,VERB_INF,
segment,segmenter,səŋ (a),a,sëṅ,,sëṅ,ø,VERB_INF,VERB_INF,VERB_INF,
debit,débiter,tyé (a),a,tye,,tye,ø,VERB_INF,VERB_INF,VERB_INF,
detox,désaliéner,soe (a),a,soe,,soe,ø,VERB_INF,VERB_INF,VERB_INF,
to quench,désaltérer (se),kon (a),a,kon,,kon,ø,VERB_INF,VERB_INF,VERB_INF,
quench,étancher,nyú (a),a,nyu,,nyu,ø,VERB_INF,VERB_INF,VERB_INF,
soothe,apaiser,vɔli (a),a,vol-i,,vol-i-,i,VERB_INF,VERB_INF,VERB_INF,
désaper,désaper (se),sɔdi (a),a,sod-i,,sod-i-,i,VERB_INF,VERB_INF,VERB_INF,
disappoint,désappointer,bóm (a),a,bom,,bom,ø,VERB_INF,VERB_INF,VERB_INF,
depress,dépiter,wɔ́b (a),a,wòb,,wòb,ø,VERB_INF,VERB_INF,VERB_INF,
disappoint,désappointer,wúb (a),a,wub,,wub,ø,VERB_INF,VERB_INF,VERB_INF,
unlearn,désapprendre,vóan (a),a,vo-an,,vo-,an,VERB_INF,VERB_INF,VERB_INF,
disapprove,désapprouver,dzo (a),a,dzo,,dzo,ø,VERB_INF,VERB_INF,VERB_INF,
reject,rejeter,kin (a),a,kin,,kin,ø,VERB_INF,VERB_INF,VERB_INF,
contest,contester,síe (a),a,sie,,sie,ø,VERB_INF,VERB_INF,VERB_INF,
disapprove,désapprouver,dzaa (a),a,dza-a,,dza-,a,VERB_INF,VERB_INF,VERB_INF,
